sentence	raw_sentence
وزارت خزانہ نے مہنگائی کی شرح فیصد رہنے کا عندیہ دے دیا	وزارت خزانہ نے مہنگائی کی شرح فیصد رہنے کا عندیہ دے دیا
وہاں ہر اقلیت مو جود ہے	وہاں ہر اقلیت مو جود ہے۔
پھر بھی دیہاتی جگہوں پہ رہنا ان ممالک میں بہت اچھا سمجھا جاتا ہے	پھر بھی دیہاتی جگہوں پہ رہنا ان ممالک میں بہت اچھا سمجھا جاتا ہے۔
پی ایس ایل کے فائنل میں شوبز اسپورٹس اسٹارز کے جلوے	پی ایس ایل کے فائنل میں شوبز اسپورٹس اسٹارز کے جلوے
چاندنی رات بہت خوبصورت ہوتی ہے	چاندنی رات بہت خوبصورت ہوتی ہے۔
پنجاب ہاوسوں کا قبضہ واگزار کرا لیا جاتا	پنجاب ہاؤسوں کا قبضہ واگزار کرا لیا جاتا۔
دودھ کا جلا چھاچھ بھی پھونک کر پیتا ہے	دودھ کا جلا چھاچھ بھی پھونک کر پیتا ہے
ہمارا اداروں کے اندرونی فیصلوں سے کوئ تعلق نہیں	ہمارا اداروں کے اندرونی فیصلوں سے کوئ تعلق نہیں
کہاں جانا ہے	کہاں جانا ہے؟
دبئی میں پولیس نے ایک بھکاری کو حراست میں لے لیا	دبئی میں پولیس نے ایک بھکاری کو حراست میں لے لیا
ان غموں میں قوم کا درد بھی شامل ہے	ان غموں میں قوم کا درد بھی شامل ہے۔
جنسی طور پر پرکشش نہ ہونے کی وجہ سے مسترد کیا گیا	جنسی طور پر پرکشش نہ ہونے کی وجہ سے مسترد کیا گیا
نمائشی پارسائی کا محافظ بن جاتا ہے	نمائشی پارسائی کا محافظ بن جاتا ہے۔
مانیٹری پالیسی شرح سود فیصد کی موجودہ سطح پر مستحکم	مانیٹری پالیسی شرح سود فیصد کی موجودہ سطح پر مستحکم
نعمت زیست کا یہ قرض چکے گا کیسے	نعمت زیست کا یہ قرض چکے گا کیسے
چہرے پہ اضطراب کے آثار واضح ہیں	چہرے پہ اضطراب کے آثار واضح ہیں۔
سعودی عرب میں پہلی مرتبہ خواتین کو تاش کے مقابلوں میں شرکت کی اجازت	سعودی عرب میں پہلی مرتبہ خواتین کو تاش کے مقابلوں میں شرکت کی اجازت
انہوں نے اپنی بیٹی کو پھل اور سبزیاں بھیجی	انہوں نے اپنی بیٹی کو پھل اور سبزیاں بھیجی۔
کیا آپ نے حال ہی میں وزن بڑہایا ہے	کیا آپ نے حال ہی میں وزن بڑهایا ہے
توطاقتور حلقے انہی سے گزارا کریں گے	توطاقتور حلقے انہی سے گزارا کریں گے۔
ہوا کا رخ بہتر سمجھتے ہیں	ہوا کا رخ بہتر سمجھتے ہیں۔
ائی ایم ایف سے معاہدے کے اعلان کے بعد اسٹاک ایکسچینج میں شدید مندی	ائی ایم ایف سے معاہدے کے اعلان کے بعد اسٹاک ایکسچینج میں شدید مندی
اپنی اصل سے دور ہوچکے ہیں اور اطاعت کے بغیر ہی عطا مانگتے ہیں	اپنی اصل سے دور ہوچکے ہیں اور اطاعت کے بغیر ہی عطا مانگتے ہیں
تو ڈکٹیشن کی بات کہاں سے آ گئی	تو ڈکٹیشن کی بات کہاں سے آ گئی؟
آدھا سال ان کے اقتدار کو ہو چلا ہے	آدھا سال ان کے اقتدار کو ہو چلا ہے۔
میں نہیں ہاروں گا	میں نہیں ہاروں گا
اس ضمن میں خجستہ صاحبہ نے قرار اللغات کا بھی جائزہ لیا	اس ضمن میں خجستہ صاحبہ نے قرار اللغات کا بھی جائزہ لیا
میری نقل مت اتارو	میری نقل مت اتاروـ
اس کی وجوہات پر بحث فی الحال ہمارے موضوع سے بہت دور ہے	اس کی وجوہات پر بحث فی الحال ہمارے موضوع سے بہت دور ہے
حربوں کا کامیاب ہونا ضروری نہیں	حربوں کا کامیاب ہونا ضروری نہیں
سادہ عبارتوں کو پڑھنا آسان ہے	سادہ عبارتوں کو پڑھنا آسان ہے
کارتک ارین بھول بھلیاں کے نئے کھلاڑی	کارتک ارین بھول بھلیاں کے نئے کھلاڑی
پریم چند کے اثر سے اردو میں ناول کو ترقی ہوئی	پریم چند کے اثر سے اردو میں ناول کو ترقی ہوئی
اور انہیں طبی امداد کیلئے ایک نجی ہسپتال میں داخل کرایا گیا	اور انہیں طبی امداد کیلئے ایک نجی ہسپتال میں داخل کرایا گیا
مجھ پر سکتہ کا عالم طاری تھا	مجھ پر سکتہ کا عالم طاری تھا
تو ہماری دھڑکنیں ان کے ساتھ ہوں	تو ہماری دھڑکنیں ان کے ساتھ ہوں۔
پرواز میں ایندھن بھرنے سے فالکن کی رینج بڑھ جاتی ہے	پرواز میں ایندھن بھرنے سے فالکن کی رینج بڑھ جاتی ہے۔
سوال یہ ہے کہ ایسا کیوں ہے	سوال یہ ہے کہ ایسا کیوں ہے؟
افراط زر کو ایک طرف رکھیے نوکریاں کہاں سے آئیں گی	افراط زر کو ایک طرف رکھیے، نوکریاں کہاں سے آئیں گی؟
البابرتی انہیں صاحب العنایہ بھی کہا جاتا ہے	البابرتی انہیں صاحب العنایہ بھی کہا جاتا ہے
زندگی زندہ دلی کا نام ہے	زندگی زندہ دلی کا نام ہے
اردو لغت یا لفظ	اردو لغت یا لفظ
جب میں سوچا کرتا تھا کہ بھارتی اخبارات میں کچھ نہیں ہوتا	جب میں سوچا کرتا تھا کہ بھارتی اخبارات میں کچھ نہیں ہوتا۔
یاسر شاہ کے لیے سپرمین کا خطاب	یاسر شاہ کے لیے سپرمین کا خطاب
عالمی بینک نے جنوبی ایشیا میں کورونا وائرس کے نقصانات پر رپورٹ جاری کر دیا	عالمی بینک نے جنوبی ایشیا میں کورونا وائرس کے نقصانات پر رپورٹ جاری کر دیا
لکھ کر مشق کرنا زبان سیکہنے کے لیے ضروری ہے	لکھ کر مشق کرنا زبان سیکهنے کے لیے ضروری ہے
جنگ جاری رکھنا بھی مشکل اور افغانستان سے بھاگ جانا بھی مشکل	جنگ جاری رکھنا بھی مشکل اور افغانستان سے بھاگ جانا بھی مشکل۔
کیا تصادم کے خاتمے کے لیے اس کی بھی کوئی ذمہ داری ہے	کیا تصادم کے خاتمے کے لیے اس کی بھی کوئی ذمہ داری ہے؟
صنم بلوچ کی اچانک شادی اور پھر علیحدگی	صنم بلوچ کی اچانک شادی اور پھر علیحدگی
اور آپ نے جو حدیث بیان کی ہے	اور آپ نے جو حدیث بیان کی ہے
بنگلہ دیش اپنے قیام سے مستقل سیاسی افراتفری کا شکار ہے	بنگلہ دیش اپنے قیام سے مستقل سیاسی افراتفری کا شکار ہے
کریم پر کمائی کے لیے اخلاقیات کا جنازہ نکالنے کا الزام	کریم پر کمائی کے لیے اخلاقیات کا جنازہ نکالنے کا الزام
آج بھی اس کی ضرورت ہے	آج بھی اس کی ضرورت ہے۔
ایسی محفل میں ڈاکٹر عبدالسلام نہ بیٹھے ہوں	ایسی محفل میں ڈاکٹر عبدالسلام نہ بیٹھے ہوں۔
یہ ایک تکلیف دہ لیکن ناقابل تردید حقیقت ہے	یہ ایک تکلیف دہ، لیکن ناقابل تردید حقیقت ہے۔
اپنا ہی گھر سمجھیے	اپنا ہی گھر سمجھیے
ان کا ماڈل برہان وانی ہے	ان کا ماڈل برہان وانی ہے۔
فرانس میں ہونے والے فلمی میلے کا اختتام	فرانس میں ہونے والے فلمی میلے کا اختتام
ایک کیس بھی مکمل نہیں ہوا	ایک کیس بھی مکمل نہیں ہوا۔
جولائی میں براہ راست غیرملکی سرمایہ کاری میں فیصد کا اضافہ	جولائی میں براہ راست غیرملکی سرمایہ کاری میں فیصد کا اضافہ
موسمی حالات فالکن فلائٹ آپریشنز کو متاثر کر سکتے ہیں	موسمی حالات فالکن فلائٹ آپریشنز کو متاثر کر سکتے ہیں۔
تم پہلے اپنی تلاشی دو	تم پہلے اپنی تلاشی دو
ﮐﺴﮯ ﭘﮑﺎﺭ ﺭﮨﺎ ﺗﮭﺎ ﻭﮦ ﮈﻭﺑﺘﺎ ﮨﻮﺍ ﺩﻥ	ﮐﺴﮯ ﭘﮑﺎﺭ ﺭﮨﺎ ﺗﮭﺎ ﻭﮦ ﮈﻭﺑﺘﺎ ﮨﻮﺍ ﺩﻥ
اس وجہ سے کہ یہاں ذہن بند ہیں	اس وجہ سے کہ یہاں ذہن بند ہیں۔
دعاؤں میں یاد رکھیں	دعاؤں میں یاد رکھیں
کرکٹ کی نئی رینکنگ پاکستانی کھلاڑی ٹاپ ٹین میں جگہ بنانے میں ناکام	کرکٹ کی نئی رینکنگ پاکستانی کھلاڑی ٹاپ ٹین میں جگہ بنانے میں ناکام
میں	میں
میں ہر وقت تمہیں مس کرتا رہتا ہوں	میں ہر وقت تمہیں مس کرتا رہتا ہوں
چینی ایرانی کمپنیوں کی پاکستان اسٹیل ملز میں دلچسپی	چینی ایرانی کمپنیوں کی پاکستان اسٹیل ملز میں دلچسپی
ہم نے بعض افراد کے گرد عقیدتوں کے جالے بن رکھے ہیں	ہم نے بعض افراد کے گرد عقیدتوں کے جالے بن رکھے ہیں۔
ہمارے ہاں مخصوص فنکاروں کی کمی کبھی نہیں رہی	ہمارے ہاں مخصوص فنکاروں کی کمی کبھی نہیں رہی۔
گردشی قرضوں کے مسئلے کے حل کیلئے کمیٹی تشکیل	گردشی قرضوں کے مسئلے کے حل کیلئے کمیٹی تشکیل
بلال سعید نے صبا قمر کے ساتھ قبول ہے سے پردہ اٹھا دیا	بلال سعید نے صبا قمر کے ساتھ قبول ہے سے پردہ اٹھا دیا
شام بخیر	شام بخیر
ان کے نزدیک یہ وہی تھے	ان کے نزدیک یہ وہی تھے۔
چلو کہتے ہوتو لکھ دو	چلو کہتے ہوتو لکھ دو۔۔۔
پہلی بات یہ کہ اس کا تعلق شیعہ مسلک سے ہے	پہلی بات یہ کہ اس کا تعلق شیعہ مسلک سے ہے۔
کرشن چندر کا ناول شکست بہت مشہور ہے	کرشن چندر کا ناول شکست بہت مشہور ہے
کم نہ ہو گی سپردگی میری	کم نہ ہو گی سپردگی میری
ترکی کے طیب اردوان اور ان کی حکمران جماعت اسلامی ذہن رکھتے ہیں	ترکی کے طیب اردوان اور ان کی حکمران جماعت اسلامی ذہن رکھتے ہیں۔
یہ کسی تاریخی شعور کا نہیں حکومتی تجربے کا حاصل ہے	یہ کسی تاریخی شعور کا نہیں، حکومتی تجربے کا حاصل ہے۔
دل پر لگا الٹ کے وہیں تیر آہ کا	دل پر لگا اُلٹ کے وہیں تیر آہ کا
چودھرائن نے بوڑھے ماچھی رساؤ کو افضل کی عیادت کے لیے بھیجنے کا سوچا	چودھرائن نے بوڑھے ماچھی رساؤ کو افضل کی عیادت کے لیے بھیجنے کا سوچا
اس میں کیا غلط بات ہے	اس میں کیا غلط بات ہے؟
یہ بھی معجزہ نہیں تو کیا ہے	یہ بھی معجزہ نہیں تو کیا ہے؟
یعنی کپڑوں میں کس طرح کی کٹنگ ہے	یعنی کپڑوں میں کس طرح کی کٹنگ ہے،
احسن خان اور فاطمہ احسن نے انٹیرئیر ڈیزائننگ برانڈ لانچ کردیا	احسن خان اور فاطمہ احسن نے انٹیرئیر ڈیزائننگ برانڈ لانچ کردیا
یہ محض ایک نکتے کا تجزیہ ہے	یہ محض ایک نکتے کا تجزیہ ہے۔
کسی پارٹی ہائی کمان کی طرف کبھی نہیں دیکھا	کسی پارٹی ہائی کمان کی طرف کبھی نہیں دیکھا۔
بارش زمین کو سرسبز بناتی ہے	بارش زمین کو سرسبز بناتی ہے۔
دیگر سامان پولیس کو مقامی سرمایہ داروں نے مہیا کیا تھا	دیگر سامان پولیس کو مقامی سرمایہ داروں نے مہیا کیا تھا
ہمارے شہر آجاؤ صدا برسات رہتی ہے	ہمارے شہر آجاؤ صدا برسات رہتی ہے
